day,subject,time,weeks,teacher,building,room,format
tuesday,Линейная алгебра(Практика),8.20-9.50,2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18,Рванова Алла Сергеевна,Кронверкский пр., д.49, лит.А,2430,Очно - дистанционный
tuesday,Линейная алгебра(Лекция),10.00-11.30,2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18,Рванова Алла Сергеевна,Кронверкский пр., д.49, лит.А,2426,Очно - дистанционный
tuesday,Математический анализ(Практика),13.30-15.00,2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18,Богачев Владимир,Ломоносова ул., д.9, лит. Б,4307,Очно - дистанционный
Friday,Английский язык B1.1,15.20-16.50,2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18,Саммер Александра Борисовна,Ломоносова ул., д.9, лит. Б,3214,Очно
Friday,Английский язык B1.1,17.00-18.30,2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18,Саммер Александра Борисовна,Ломоносова ул., д.9, лит. Б,3214,Очно
